,Ratings,Full_review
28631,1,"Very bad product and waste of money my sugget they cannot buy this product I can very bad fell buy this product this product print per page is 7,9 rupees per page they print page is very costly and printer speed is very slow so, please cannot buy this product and buy another product"
28632,1,Very poor and bad
28633,5,Good but paper price is high . black-and-white -6rupees Color print - 8 rupees
28634,5,Very value to money product.I liked it..Print very fast and clear.
28635,5,Super
28636,5,Nice products
28637,5,Print quality is very good value for money iam happy now
28638,5,"Product is good but Packaging was not good ,"
28639,4,Product is very good. Working fine. Print and scan quality is great at this price range But flipcart service is very very poor. Product packing was very very bad. The printer box was damadge and looking old. But inside box product was good and working properly. Hp Printer 5/5 rating. Flipcart service 1/5 rating.
28640,4,"Nice product, print is very fast and good"
28641,4,What am accepted not that priter but Aception good but oky
28642,5,Good
28643,5,Good Product. Easy Installation. Thanks to the trial Cartridge. So good for Home use. Scan working good. Easy software to application from HP
28644,1,Item not on
28645,5,Very good print quality😊 Cartidge empty too quickly
28646,1,useless product which can't be used even for days very very useless one
28647,1,Worst experience. They are saying you have to buy new ink carteg every time it finished
28648,1,Damaged
28649,1,Don't buy a inkjet printer go for tankjet printer.
28650,1,Very bad
28651,4,Great printer but it takes long time to print otherwise other features are amazing and very useful to use at home.
28652,5,good
28653,2,Series all changed. I feel very sad.
28654,5,Good product
28655,1,Nice
28656,5,Superb I'm very happy
28657,5,Hp desk jet 2331 very super NO 1 very nice best printer thank you flipkart delivery good
28658,5,Best Printing Macin
28659,5,Nice print quality ...
28660,4,Value for money
28661,5,Nice 👍❤️👍🙂
28662,1,Bad
28663,5,Printer is great but scanner has driver issues that are difficult to resolve.
28664,5,Great purchase
28665,5,Nice Nice Nice Nice product
28666,5,Dilevery is very long duration but finally printer is good and well conditions...
28667,1,Ink only 100 hundred pages work
28668,2,Easy installation process but printing is very slow. Sometimes it is irritating😖
28669,5,Too good quality
28670,5,Very good product. useful for house work
28671,4,Good one. Value for money
28672,1,Not work scan opstion error
28673,5,Excellent product I am very happy by this printer
28674,2,After 30 print my cartridge not working even after ink fill up
28675,1,bad
28676,1,Very poor pinter technology
28677,5,Nice
28678,5,"nice product! go ahead! 100% fully satisfied! Thanks filipkart! next plz available TV on pin code Gogamukh, Dhemaji, 787034 Assam India"
28679,1,"I'm unable to return the order, this is worst, it take 5mints to print, never expected this from HP"
28680,5,Nice
28681,1,Very bad printer work not properly
28682,4,Cool
28683,5,Nice
28684,1,Third grade
28685,2,Colour ink is very bad function
28686,1,One month used... But black cartridge is not functioning Black cartridge is problem. What happened
28687,4,AWESOME IN RANGE
28688,3,Ink was very low
28689,4,Good
28690,5,Useful for printouts
28691,5,Very good quality...
28692,3,Not bad
28693,1,Not Happy
28694,1,No use
28695,5,Avesome
28696,1,Bat quality.....
28697,5,Very good
28698,1,Worst product
28699,1,Poor quality product difctive
28700,5,Jjjj
28701,5,Verry good
28702,5,Best quality
28703,5,"After about 20 days I am writing my review that it is a fantastic product for home and small businesses,Nice printing capacity."
28704,3,Simple weight.... Easy to use it....
28705,5,Best sarvises
28706,5,Very good printer easy to install i like it.
28707,5,Excellent
28708,4,Good
28709,5,Good product
28710,1,Don't buy this printer it is bad product
28711,5,I like this product
28712,5,Very good
28713,5,Exilent very nice famurab it is very easy to use and very simple and useable printer
28714,2,"Not working as expected , everytime it gets stuck inbetween and displays ""error"" msg ."
28715,3,Gud but costly
28716,3,Not good
28717,5,Best quality printer for low cost best price good product
28718,5,Too good.. Excellent.. Ncy Print out.. Absolutely dry
28719,5,Very bad
28720,5,Very good
28721,5,Super thanks
28722,4,For home purpose its pretty good product..you can scan copy print and its very easy to use..loved it
28723,5,Nice
28724,1,Bad product 😭😭😭😭
28725,5,Good product
28726,5,"It is very well Xerox ,printer, scener machine.Xerox is very beautiful. It is much better to print than other machines. It is very easy and manageable"
28727,5,Nice printer based on the price selection easy to use
28728,5,Great
28729,4,Product is very good easy to use and install All in one features..happy to buy it.
28730,5,My budget print.I link it
28731,2,All Good But Black Ink Cartridge Problem It's Shows Error.
28732,1,Work nice now I don't judge the future
28733,1,This is very poor product 👎
28734,4,Very nice 👍👍
28735,5,Good work
28736,5,Good
28737,1,Worst product
28738,2,Printers is good But colour copy doing very slow 😤😤😤
28739,5,vehtar super cool nice product
28740,5,Nice Product for Home use
28741,1,Don't buy this You couldn't return this product
28742,4,Good quality. Thanks flipkart!!
28743,5,Very good printer.. quality of print is too good. I liked it
28744,5,Good
28745,1,Very wost no wifi
28746,4,Good printer . And printe quality not bad.
28747,5,I love it .awesome products
28748,1,Worst worst experience please don't buy the product.......it is very bad quality and flipkart is worst not going to buy anything from flipkart from now very bad experience
28749,5,Very good
28750,1,Worst product
28751,5,Nice
28752,4,Product was in good quality but no extra packing was done by Flipkart. It's a hassle to connect printer with PC as HP Smart app was not working.
28753,5,Now very good working this xerox machine after I don't know and I have one question this printer machine this ink this colour finish after when I am order this online?
28754,1,"I don't suggest this printer, just in 10 to 20 prints ink getting over and poor quality prints"
28755,5,It is good
28756,1,Waste of money
28757,4,Good
28758,5,Very good product
28759,5,Very good
28760,5,Very Bad experience with Ink. Only few number of print done then stop working. You need to refill the high cost hp ink. That is not expecting. Worst printer. Don't buy it.
28761,1,Extremely slow printing and top of it after printing 6 pages ink cartridge is over
28762,5,Good
28763,5,Super nice very nice wonderful 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩nice product it worth of money
28764,1,Bad product. No return policy. Very bad printer 20 or 30 page I print. Than the printer no work . Hp compnany made printer
28765,4,Home nice printr
28766,4,Good
28767,1,Don't buying this one losses money
28768,5,"Very well packed, and printer is also very nicely working"
28769,1,Excellent product very nice quality
28770,1,Very bad printer
28771,1,"Worst cartridges, it is not printing continuously. Just took 2 copies and then it's done."
28772,5,Amazing 👍👍👍
28773,5,Nice
28774,5,Very good product.
28775,1,Bad
28776,5,Nice product super
28777,5,Good printer
28778,1,Waste of money
28779,1,Not well print pages only 100.
28780,4,Good qaulity in reasonable price
28781,3,Cost of printing very high and low no of pages.
28782,2,Not up to expectation... Working is slow.. And why it is very cost is matter...
28783,5,Amazing product just as shown in the pic..... Good quality printing 😊👍🏻.
28784,1,"Paper struck in the tray,bad quality"
28785,5,Good product
28786,5,Worth the price. Print quality is too good recommend it for basic use
28787,1,Very bad product
28788,5,V. Good
28789,5,Good
28790,3,Super
28791,1,The shop cannot make any profit from this printing
28792,5,Ok
28793,5,Superb
28794,1,This printer ink got finished within 25 days .this product is waste.
28795,5,This is awesome but not too much perfect for long time use
28796,5,Good quality nice fantastic 😍😍😍
28797,5,Nice must buy it
28798,5,Super product I am very happy 😌😌 Thanks flipkart
28799,1,Waste of money 💰
28800,5,Good
28801,1,Not working
28802,1,Worst product in terms of performance and does not work with Mac Os
28803,5,Good product
28804,2,Not good..
28805,5,Nice product
28806,4,excellent good very good
28807,1,Don't bye 3-4 Months After Use & Damage Please Don't Bye
28808,4,Nice product
28809,4,Good but slowly outing paper not continue 20 page print
28810,1,Bad
28811,3,Nice but one day delayed
28812,5,nice pinter I love it 😊🥰😘
28813,1,Very Very bad product not work 😡😡😡😡😡😡
28814,1,Terrible don't take this product donot work
28815,5,Good printer Printing quality is very very good Better than the original copy
28816,5,Thanks
28817,4,Good product 👍
28818,4,Nice
28819,5,Ok
28820,5,Print is best quality......❤️❤️❤️
28821,4,Nice
28822,5,Wonderful
28823,5,Good product
28824,5,Super printer print like a colour printer I like it printers
28825,5,Good work
28826,1,This product is worst After 3 pages print its not worked
28827,5,Good
28828,5,Delivery boy is very good person
28829,5,It's good product.
28830,5,Its use able so 🙂 happy thank u Flipkart 😍 go for it
28831,5,Awesome
28832,5,Nice
28833,5,Performing well
28834,5,Very nice dilevery To nice printing Totally nice product must buy.....
28835,5,Well done 👍
28836,5,It's a great printer 🌈🌈🌈🌈🌈🌈i like this most ... I love ittttt sooo much ❤❤❤
28837,1,used once. The ink cartridge is so bad that the ink can't stop...don't purchase this printer
28838,5,easy to use
28839,4,Value for money
28840,5,Super
28841,4,Good
28842,5,Ok. Good
28843,5,Good
28844,4,Phone connect not print
28845,5,Fine
28846,1,Thard class
28847,5,Good
28848,5,Thank you. Good product
28849,2,"Super But scan process slow then inke is low ,less then 80 pages only copy"
28850,1,Very very slow printer and very high costly cartridge . If you print one page it will take 7 minutes to print one page . Very very high disappointed
28851,5,nice product no damage in this item
28852,3,Heavy use of ink used at the time of printing
28853,5,Good
28854,4,This system is not secsecephul
28855,2,No working
28856,1,Worst printer... Don't buy this.
28857,5,Very nice delivery boy
28858,1,Worst product.. Don't buy.. It's just a total wastage of money..I'm totally disgusted by it
28859,5,Super
28860,4,So amazing product
28861,5,Good
28862,1,This printout done by this useless printer. Totally wastage of money. I don't recommend this for anyone even not for my enemies. I hate this this product. And also ten days ago we filed a complaint but hp service center doesn't respond on my complaint.
28863,5,Very good product
28864,5,It is best product
28865,5,Super printer
28866,4,Excellent
28867,1,First one damage then next one also not clear product so pls think after buy a product This one cannot take more print just I take 50 pages only ink finished so pls no try this printer
28868,2,Cannot go more than 10 pages .have to refill again again
28869,5,Awesome
28870,1,Not worth for price
28871,5,Very nice product in low budget.
28872,5,Super 😍
28873,1,Low ink Only 70 copy can take.plastic meterial.low weight.waste prodect ever I buy from Flipkart.you can't refill after finish the ink.the catrage also damage fast
28874,4,Nice Hp Disk jet
28875,1,It is not good product
28876,2,No scan quality
28877,5,Working good...
28878,3,Good
28879,1,"Dont buy , very very poor Thanks me later"
28880,5,Good condition
28881,5,Ok
28882,1,It's very baad printer don't purchase the printer
28883,1,One of the worst product
28884,1,Box was damaged
28885,5,The Product came in good condition and easy to use and worked perfectly. No compalints.
28886,5,Goof delivery and HP printer good working
28887,5,Best
28888,1,Bad experience
28889,2,Ok quality... Consume more ink than expected
28890,5,Justify price
28891,2,Money waiste
28892,5,Good product can buy it with low budget and use ciss kit for better use
28893,5,"Very good product,thanks"
28894,5,Perfect product
28895,1,Useless
28896,5,Super product but the problem is inkjet cost is high
28897,5,its a really nice printer it so much covers my expectations its a must buy
28898,1,Bad
28899,5,Super
28900,5,Print Quality is good
28901,1,I cannot take print even one paper
28902,1,Worst product for one week printing was fast then dead slow
28903,5,Good
28904,4,Its good ...perfect for home use
28905,2,Full damage
28906,1,Headache while replacing catridges It wont recognize
28907,5,Amazing product..
28908,1,Not Working After 1 Week
28909,1,Such a worst product I never seen....
28910,1,Don't buy this product its very expensive to maintain.
28911,5,Printer is ok to use and good. It could have been better if it was a wireless supported.
28912,1,Don't buy this printer..
28913,3,Good product
28914,1,Don't buy this product
28915,2,My color cartilage is not good
28916,4,Prints and Xerox well. Scanning is little tricky but in this price I would say the product is kinda worth
28917,2,Don't buy if u use a printer too much it cost nearly 7 to 9 rs per print and the inkjet cartridge completes very soon
28918,5,Good product
28919,4,Good
28920,4,Super really nice
28921,1,"The service of Flipkart delivery partner Delhivery is very bad. Once they have denied to deliver item on its last day of delivery. And after cancellation done by me, they delivered the item to any other person. And no further actions taken by Flipkart in this case even after my complaint regarding this. This really disappointed me."
28922,5,Nice product
28923,5,Good
28924,5,Good
28925,4,Good
28926,1,Zero star options is not there.handedover faulty product chasing them tlfro. 15 days daily getting new excuse
28927,3,"Flipkart cheating me the hp deskjet 2331 purchase. Which is the price indicating 4222 and paid, same time other sites the price showing only 3299. So I have losed 923 rupees. It is real cheating!"
28928,4,Good one but sometimes paper is stuck
28929,1,V.bad product.I m totally disappointed.
28930,3,Okay product
28931,5,It's too much very good product for home uses purposes and is has been delivered very fast. THANK YOU
28932,4,"Very Good Product. Good Packaging. The Dell quality is there. Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles. Got HDMI and VGA cables with the monitor ( and the power cable of course )."
28933,4,Its a very good product... Good build quality.. Both VGA input and HDMI input works perfect.. Its a good choice.. as we could even use it as a TV screen with the HDMI input.. Really satisfied with the monitor and the delivery of flipkart...
28934,4,4.5/5  Wow.. what a nice product I ❤️ it. SCREEN SIZE - Compact | True Screen LOOKS like Amazing...So Nice product.. 🤩🤩  I recommended to buy this one.✅
28935,5,Great product from Dell . It's budget friendly and served the purpose very well as of now. You can go and buy . It comes with HDMI cable and VGA cable. Good packing from Flipkart.
28936,5,"Good product by Dell and Flipkart. It has both hdmi and vga port, so you can connect from laptop using hdmi for a second screen. Super buildup and screen resolution is good for official work."
28937,4,"This is a great monitor , very clear pictures & nice performance. Buttons for varied functions @ right hand side are easy accessible. I am completely satisfied by this product. Thank you Flipkart 👍"
28938,5,Great product and best price. excellent work I am very very happy for use this. thanks Flipkart
28939,4,Item is good and that to your service is very good and speedy delivered the item to customer. The delivery person communication is good .. thanks for the safely rich the item
28940,2,Only HD LED by name only.in back side of monitor i.e written LCD screen. Screen resolution is not like expected by specifications.HDMI and VGA port is available i.e the good thing.
28941,5,Good
28942,5,Very good product
28943,5,"After 7days, I've reviewed it.  VALUE FOR MONEY : ★★★★★ PICTURE QUALITY: ★★★★★ SYSTEM DESIGN: ★★★★* BRAND VALUE: ★★★★★ HDMI & PIXEL: ★★★★ HARDWARE: ★★★★* IN BOX ITEMS: ★★★★★ (:with HDMI port)"
28944,1,Waste product.. Worked for 3 months properly and after that the screen became blank.. When I contacted the dell company they asked me invoice.. When I send them invoice which is shared by Flipkart they are saying it's not validated and we can't do replacement.. I don't know why it's invalid when it's clearly showing that I bought from Flipkart..
28945,5,nice product 😊😊
28946,4,Best for price I bought it for 4949. Package was perfect. Antiglare is good. And doesn't support different angle view. And monitor display is well adjustable. Happy with the product!
28947,5,good product
28948,3,it's a good product but my package was damaged out side all the thermacol was damage but it's a good product
28949,5,"you can't find a better monitor at this price,. thanks flipkart"
28950,5,Good product
28951,5,Good budget TFT monitor. Both VGA and HDMI support is just great at this price.
28952,4,good prouduct.
28953,5,best to buy
28954,5,good quality
28955,5,This is a very good product for home use   Thankyou flipkart
28956,5,Best product at 5000rs
28957,5,Nice product..
28958,1,Bad product two week use. Display damaged black dot
28959,5,Dell is always worth in computer and laptops... Good display pitchers
28960,4,Nice
28961,5,Very good moniter ... Nice screen .. i love it❤️
28962,4,Best qualifi
28963,5,excellent
28964,4,Product is good. But not able to register with Dell by using service tag. Not sure how this product get 3 years of warranty.
28965,5,Best monitor at this price HDMI + VGA port with hdmi and vga cable fast delivery(within 24 hours) picture quality is ok.
28966,1,This item is LCD not led. But bill and product detail are LED and accessories quality is very poor. I need led monitor not lcd monitor .It is folt of this seller...
28967,5,Nice product
28968,5,Nice monitor
28969,4,Poor TFT screen. Don't buy it. Go for another dell monitors!
28970,5,Worth money
28971,1,"It is a LCD MONITOR mentioned on the back and not LED, but they mentioned it as LED backlit. I replaced once but received the same LCD MONITOR with the model name as mentioned. Those who want to buy I request them to see the meaning of LED BACKLIT."
28972,5,Best product
28973,5,Awesome product...
28974,5,Dell is always a great product. Clarity is fantastic. Affordable price at this time. I had bought this for my kids online class. It might reduce the eye strain of my kids.
28975,5,Good product
28976,2,Don't buy for hdmi port. Display is not clear.
28977,5,Good
28978,1,worst product
28979,1,Received unsealed product from Vendor
28980,4,Satisfied ... Value for money
28981,4,"You Show Dell 18.5 inch HD LED but it is not LED, it is LCD monitor"
28982,5,Good early delivery
28983,2,not too hd quality but ok not touches expection
28984,4,Picture quality bad But best monitor in this price
28985,5,Awesome
28986,4,Good product.
28987,5,Nice 😊👍 F.A
28988,3,Display not so great. An average monitor. Ok for its price. Nothing wow factor. I havent checked yet with hdmi.
28989,1,"I am suffering this Monitor, Because this monitor is having blinking problem, when i am working with, it is automatically 2 seconds off and on, simply flipkart customer care is told me. deal with dell customer care. i am unhappy with this product."
28990,5,Good
28991,2,Stand up and down is not moving working
28992,5,Good picture quality
28993,4,Very good product
28994,5,Ok
28995,5,Amazing screen quality and brightness. The touch response is also very good. Highly recommended in that price...
28996,5,Awosome!!
28997,2,Couldn't connect to monitor as the power cord provided is of 15 Amps plug and normally we switch to 5amp plug.
28998,3,The monitor is good. It come with the power connector which is used for high voltage items and it will not fit in a normal 3 pin plug. Yoh need a bigger plug which is used for AC for this cord. Have purchased another connector from market for it to fit in the standard extension cord.
28999,1,"Inferior product - one of the worst from Dell. Even a laptop screen second hand is better than this. Inferior quality LCD screen parts used. Display has round white marks within 10 days. Reducing clarity of display of numbers. Not recommended to use for work/business purposes.  Power plug send with this item is not of Indian standard. It is a very large power plug, send on purpose so that the return policy of 10 days will lapse."
29000,3,"Viewing Angle is just average; It's strange that the monitor requires 16A Socket, therefore doesn't fit in the normal socket; Not LED, the display is LCD, Title is misguiding the consumers; The package was already opened by the seller; Average HDMI cable, the display looks blurred using HDMI Cable; Made in China, the printed manufacturing date was Oct'20, can't speak about its reliability at this point; Other Points: Comes with HDMI Cable and VGA Cable for respective ports, along with 3.5mm A..."
29001,1,Screen damaged already in one month
29002,1,Display is very blurry when connected to laptop via HDMI.. Defeats the very purpose of buying it
29003,1,Worst experience
29004,4,Very bad experience with this product...
29005,5,Very nice Monitor We can also see tv thanks dell really thanks flipcart 😃😃
29006,4,"Looking good, though build quality is not good as my previous Lenovo monitor, which I used for almost 13 years.  It has VGA and HDMI option(which I can also use with my streaming device) It has audio jack, which I can use for audio, if connected with HDMI a/v device."
29007,3,"This is not a led monitor, this is lcd monitor. Overall no problem till now, there is a loose connection in the power cable to the monitor. Perfect delivery."
29008,2,not so clearity..
29009,2,"It's not led, after receiving it displayed at back panel that it is lcd"
29010,1,LCD problen
29011,5,Very nice product and wonder full
29012,4,Nice product value for money
29013,5,Thanks. The product is good. Dell means trusted brand
29014,1,in discription written HD LED but it's LCD worst experience from flipkart... they shows LED and sending LCD... don't waste your time and money...
29015,1,its a lcd and not led  wastage of money
29016,1,product is ok but as promised by flipkart they did not issued a B2B invoice
29017,1,Bad display
29018,1,Not happy me vv sad
29019,5,Smoothly working.wonderful design.easy to install.that was a great purchase of me.
29020,2,not good... there is mark on the screen. but when the color pictures are shown it is not noticeable. can i return it?
29021,1,prodect not led
29022,5,nice
29023,2,"Not very impressed. Glarefree screen, tilt mechanism is very good for convenience in use. Picture quality is decent. But the problem is, it has some white noise thus producing grainy picture. I don't know why but I have this problem with both the monitor of same model."
29024,2,This product description is not matching with actual description wrote on back side of monitor. It is LCD moniter not LED. FLIPKART is cheating with customer.
29025,2,The product is good
29026,4,good monitor for CCTV and computer
29027,5,Amazing product and very fast delivery & good Packing.....
29028,5,Good and great according to the expectations
29029,4,Ok but not much
29030,5,Good Display
29031,5,Good quality
29032,5,Great product. Go for it
29033,5,Very good and thanks
29034,5,Good product
29035,5,performance good...
29036,5,Good
29037,1,Note good
29038,5,"Product is very Good,"
29039,5,DELL 18.5 Monitor is very great. Flipkart service is also good. Thank you.  Visit SHARADA NETWORK on youtube and subscribe to our channel for unboxing video for this product.
29040,4,"Value for money, I am using it as a tv. With HDMI port, but Flipkart delivered so late .... because of late dispatch. Good product one can use as a computer monitor or a tv..."
29041,5,Super product worth every penny 😁
29042,2,The build quality is fine but the response rate and quality of image is just OK.. I use this for my office work to connect my laptop and extend the screen.. It takes a very long time for the screen to display the video and image
29043,1,product was good... worst worst worst worst worst worst worst worst delivery process ever seen.. actually searched for 0.5 rating.. hate you this time flipkart...
29044,5,Nice product
29045,1,is this dell monitor or what you are delivering to customer. fed up of your service. worst service.
29046,5,Writing this review after 6 months of usage. Good product. Picture quality is good. Sound quality is okay. As I am using as secondary monitor for my work from home usage. Connectivity is good. No issues till now. No heating problem.
29047,4,VERY GOOD QULITY
29048,1,worst
29049,5,Very good item
29050,4,Excellent
29051,5,Nice products...Less money better product.. useful for simple purpose 😍😍😍
29052,4,Very good price
29053,5,Awesome.....
29054,3,Good
29055,5,Good
29056,5,Good
29057,5,Excellent
29058,5,GOOD PRODUCT
29059,5,"I want to buy 5 piece more Dell 18.5 inch HD Led, at the same price that I already purchased. If possible, then offer me the same. Thanking you the Flipkart team."
29060,5,Very good
29061,5,Goog
29062,4,Worth for money
29063,5,Beautiful product
29064,5,Superb
29065,5,Excellent product
29066,5,Product rating first class delivery rating third class
29067,1,Not like led monitor
29068,5,"Good screen size, color calibration justifies the costs. works well! Comes with HDMI cable as well."
29069,5,Nice product and flipkart delivered on time and safely
29070,1,"Pathetic product. On Hdmi, display is blurred. This is not accepted from dell screen of this range"
29071,5,Good
29072,5,fine
29073,4,Good quality The plug is on 16 A..... Check that out before buying
29074,5,Good one and value for the money.
29075,5,Nice monitor with good quality screen.. Reliable and has 3 year of warranty which is amazing..
29076,5,"Packing was good, product was very safe with double packing.  Monitor was very good as expected, change the resolution . Don't forget to do this"
29077,5,GOOD
29078,5,Very good product
29079,5,Very good
29080,4,Good
29081,3,"Best one in this bugget, but now i want to buy much better for ps5, if ps5 is available in stock😅"
29082,5,Good product
29083,5,"affordable, gets the work done"
29084,1,Screen Flickering
29085,2,"Power plug got with this is very large, it is not suitable on normal UPS, it needs big power plug socket.  Display quality is below average.  Display view from side is very poor, view from straight is OK.  HDMI port is useful with new generation mother board's"
29086,5,very good product
29087,5,"I have been using few months before itself . Quality and clarity , fuctioning speed everything is good. its really an best produt for affordable price. Overall everything is good."
29088,5,good quality
29089,5,Goood very good
29090,5,Working good. Serving my purpose
29091,5,Very good product.
29092,5,Great
29093,4,Good
29094,4,Good
29095,3,Just Ok . .
29096,5,Excellent and worthy for amount.
29097,5,Nice
29098,5,Good quality
29099,2,It is not HD panel it is LCD I am sad to purchase it.
29100,5,Best monitor so for so good
29101,4,Good
29102,4,Good product
29103,5,Good product
29104,5,Good quality monitor
29105,5,Awesome product 👍👍👍👍😂
29106,5,"Great purchase, best in class product, delivered in time by flipkart.  It is not LED display, it's a LCD.  it is listed as LED display which not correct"
29107,1,It not good quality
29108,5,Very good product
29109,2,"Product is too good, but flipkart delivery so bad"
29110,3,The item is not LED monitor as mentioned in the description. LCD only.
29111,3,It's good
29112,5,good
29113,5,Good Product for Dell HD Led Monitor. And Good Sarvice for Filpcart
29114,4,Good
29115,4,nice one
29116,5,Very good products
29117,5,"I bought for 6800 and was awesome , they gave a hdmi cable also"
29118,1,Very very bad quality
29119,5,"If you can consider what have to be considered for a TN panel monitor, it is the best monitor in this price range. Go for it.."
29120,5,"Perfect Monitor ""EVER"""
29121,3,Sanjay
29122,5,Good product in this price
29123,5,Nice value for money
29124,5,Very good
29125,4,Good quality...
29126,5,Very good . Value for money
29127,5,Good Quality Product
29128,4,Nice Product
29129,5,Very good
29130,5,Just awesome
29131,5,Nice
29132,4,Display is awesome
29133,5,Good  Working fine
29134,5,Good
29135,1,Its not up to the mark... Don't buy if you have graphic work and view HD movies
29136,4,"Good product, with the money and it is the only screen available with audio out port for this low cost budget!"
29137,5,Nice
29138,5,Good goods but light weight
29139,5,Excellent delivery. Delivery man very courteous and aware of vivid situation.
29140,5,It's very bad product
29141,4,Very nice products
29142,3,Good
29143,5,Good
29144,4,Very glad to use this set
29145,5,Nice and good quality
29146,3,Ok.one of the best..
29147,4,Not bad
29148,3,Would have liked to know in advance that it has a 16A power plug
29149,5,Very nice.Full satisfied
29150,5,dell is best
29151,5,Very good
29152,5,Supeb
29153,5,Good product
29154,4,"With this price, product is good and affordable."
29155,5,Super fast dilivery.i like it
29156,5,Nice product
29157,5,Super product
29158,5,Nice
29159,4,Average product. Order as per requirement.
29160,5,Good
29161,4,Good one
29162,5,Great
29163,5,Very good
29164,5,Nice
29165,4,A good item at less than 5000.
29166,1,Worst product
29167,5,"Best quality monitor, it would be the best if it would be having speaker"
29168,4,Very good product
29169,5,Very good performance and so looking nice
29170,4,Power cable not matched for indian standard
29171,5,Awesome product and i am finishing my work fast. Thank you flipkart.
29172,5,Too good
29173,5,Good. Nice pic quality
29174,3,Monitor size some what ok but its will less ...
29175,5,Nice product.
29176,5,Really nice
29177,5,Good
29178,5,Super monitor
29179,1,Video quality poor
29180,5,It's ok
29181,5,It is nice
29182,5,Nice
29183,1,"Not led screen, it was LCD moniter"
29184,5,Good product and best price in Flipkart.
29185,4,Fantabulous one Good for budget Really wish to buy
29186,4,Good
29187,3,It has fixed stand. You cant move up or down or in any other direction.
29188,5,Value and price
29189,5,Satisfied
29190,5,Good
29191,5,Nice quality
29192,5,Very good and could use it with no issues for last 2 months
29193,5,FANTASTIC PRODUCT.SATISFIED.
29194,5,A good product for the price
29195,4,It is a amazing monitor. It supports fhd and suitable for you gaming consoles or pc.
29196,3,"This is a very standard 18.5 inches Monitor from Dell. There is one important information needs to be added that the power source cable of the monitor comes with a 16A plug and it is not possible to connect to our standard UPS. Hence either the cable needs to be replaced or the monitor needs to be connected to 16A plug point, which will not help during power cut. Due to this, I have not yet been able to check/test the visuals and performance of the monitor. Hope to update my review soon once ..."
29197,4,Decent in this price range
29198,4,Super
29199,2,3.5 mm jack provided worked for first couple of days then it not working.
29200,3,Super 👌
29201,5,Best👌👌👌
29202,4,Perfect moniter for daily use and online purpuse
29203,5,Worthy!
29204,4,Not value for money But product is good but price should be less
29205,4,Good but more costly it is not satisfied with amount
29206,4,Nice Value for money There is viewing angle problem
29207,5,Nice 👍 good product good 👌👍
29208,5,Good
29209,5,Excellent product. Working well.
29210,5,Nice monitor.. Good service from dell and delivered with expectations from Flipkart.  Please ensure to use it with voltage stabilizer for long term use.
29211,5,Good product
29212,5,Very good
29213,4,"It is satisfactory! I am currently running it through VGA, good for office works.... not a gaming monitor but it's okay, specially when compared to the price. (Rs. 6500) Good Brightness, good color production, okay size 18.5, .....resolution is bit low compared to screen size ."
29214,5,Nice product
29215,4,Good
29216,5,"Best at this price point, display is an lcd panel not led, images are crispy, viewing angle is so so, what more can you expect."
29217,4,Very good
29218,5,Good quality
29219,4,Dell led monitor very much
29220,5,Greatly satisfied. worth every penny.
29221,2,"The product is not ok. Do not buy this. I bought thinking it will solve interim purpose but it's bad. On-screen in different places it has different brightness, if you open a document you will see texts are hazy in the corners."
29222,5,Exelent
29223,4,All good ...but don't understand why 16A plug for an appliance that consumes 0.5A ...:(
29224,1,HDMI cable is not working.
29225,5,Value for money
29226,5,Nice product in quality is vere powerful check out my youtube channel JK RDX BOY
29227,1,Complete cheating. They mentioned LED monitor but it's actually LCD monitor. Don't buy. But thanks to flipkart for accepting return of this product.
29228,5,"Display is good at its price, you geta HDMI support on this monitor which is advantageous. Overall all I like it at this l rage."
29229,4,Fast delivery by Flipkart. Very good monitor at the price. For some reason the power plug is not an Indian size
29230,1,The power Card comes with the monitor is 15A card. But I can't use it with my UPS. I don't know how they are like this?
29231,2,Product is not good
29232,4,Good product
29233,5,Excellent product.. delivery was on time.. delivery person behavior was too good..I am very much satisfied with the product ??
29234,4,"Overall I am quite satisfied and happy with the monitor. The only reason I am give 4 star is due to the fact that the power cable that this monitor uses is a 16A one. This was a surprise as I did not expect a monitor to have a 16A input cable l. Had to buy a converter to get it working. This delayed the use by couple of days more. But other than that, this is a very good buy"
29235,5,Superb...
29236,4,Prices too much increase after I order. But screen is good
29237,5,Very useful.
29238,4,Ok
29239,5,Value for money
29240,5,Nice product
29241,1,size defect
29242,4,Good product with fast delivery
29243,3,In this price range.. Its good
29244,5,Good. Product delivered at correct day and safely.
29245,2,Not so good
29246,5,Very good product..
29247,5,Super 💯/ 💯. I will just recommend every Consumer who ever is reading my comment. Just go for hit. THIS IS HIT 🔝.
29248,5,Niz one at best price. Nize display quality.
29249,5,Best monitor under 7000 with brand value....
29250,4,Good but sometimes screen not clear
29251,4,GOOD
29252,5,Received good condition monitor working fine
29253,5,Good product
29254,5,Thank you flipkart. delivered within one day. product is awesome.display resolution is good.monitor is suitable for home and office.
29255,3,Nice product
29256,5,Good product best quality 👍
29257,5,Very Good
29258,5,Perfect product in low price.
